"vorname","anzahl","geschlecht","Kiez","year"
"Louis",14,"m","Friedrichshain-Kreuzberg",2014
"Lena",14,"w","Friedrichshain-Kreuzberg",2014
"Luca",14,"m","Friedrichshain-Kreuzberg",2014
"Lia",14,"w","Friedrichshain-Kreuzberg",2014
"Michael",14,"m","Friedrichshain-Kreuzberg",2014
"Lilly",14,"w","Friedrichshain-Kreuzberg",2014
"Mika",14,"m","Friedrichshain-Kreuzberg",2014
"Sarah",14,"w","Friedrichshain-Kreuzberg",2014
"Moritz",14,"m","Friedrichshain-Kreuzberg",2014
"Ole",14,"m","Friedrichshain-Kreuzberg",2014
"Tim",14,"m","Friedrichshain-Kreuzberg",2014
"Valentin",14,"m","Friedrichshain-Kreuzberg",2014
"Vincent",14,"m","Friedrichshain-Kreuzberg",2014
"Ada",13,"w","Friedrichshain-Kreuzberg",2014
"Alma",13,"w","Friedrichshain-Kreuzberg",2014
"Ava",13,"w","Friedrichshain-Kreuzberg",2014
"Frida",13,"w","Friedrichshain-Kreuzberg",2014
"Julia",13,"w","Friedrichshain-Kreuzberg",2014
"Arthur",13,"m","Friedrichshain-Kreuzberg",2014
"Laura",13,"w","Friedrichshain-Kreuzberg",2014
"Christian",13,"m","Friedrichshain-Kreuzberg",2014
"Lucia",13,"w","Friedrichshain-Kreuzberg",2014
"Erik",13,"m","Friedrichshain-Kreuzberg",2014
"Julius",13,"m","Friedrichshain-Kreuzberg",2014
"Peter",13,"m","Friedrichshain-Kreuzberg",2014
"Philipp",13,"m","Friedrichshain-Kreuzberg",2014
"Frieda",12,"w","Friedrichshain-Kreuzberg",2014
"Hanna",12,"w","Friedrichshain-Kreuzberg",2014
"Lara",12,"w","Friedrichshain-Kreuzberg",2014
"Lou",12,"w","Friedrichshain-Kreuzberg",2014
"Edgar",12,"m","Friedrichshain-Kreuzberg",2014
"Mathilda",12,"w","Friedrichshain-Kreuzberg",2014
"Henri",12,"m","Friedrichshain-Kreuzberg",2014
"Martin",12,"m","Friedrichshain-Kreuzberg",2014
"Theo",12,"m","Friedrichshain-Kreuzberg",2014
"Alva",11,"w","Friedrichshain-Kreuzberg",2014
"Emily",11,"w","Friedrichshain-Kreuzberg",2014
"Helena",11,"w","Friedrichshain-Kreuzberg",2014
"Adam",11,"m","Friedrichshain-Kreuzberg",2014
"Leonie",11,"w","Friedrichshain-Kreuzberg",2014
"Carl",11,"m","Friedrichshain-Kreuzberg",2014
"Maya",11,"w","Friedrichshain-Kreuzberg",2014
"Fabian",11,"m","Friedrichshain-Kreuzberg",2014
"Johannes",11,"m","Friedrichshain-Kreuzberg",2014
"Konstantin",11,"m","Friedrichshain-Kreuzberg",2014
"Leonard",11,"m","Friedrichshain-Kreuzberg",2014
"Simon",11,"m","Friedrichshain-Kreuzberg",2014
"Thomas",11,"m","Friedrichshain-Kreuzberg",2014
"Sophie",69,"w","Lichtenberg",2014
"Marie",66,"w","Lichtenberg",2014
"Alexander",44,"m","Lichtenberg",2014
"Maximilian",44,"m","Lichtenberg",2014
"Charlotte",41,"w","Lichtenberg",2014
"Leon",37,"m","Lichtenberg",2014
"Paul",36,"m","Lichtenberg",2014
"Emily",35,"w","Lichtenberg",2014
"Emma",35,"w","Lichtenberg",2014
"Mia",34,"w","Lichtenberg",2014
"Maria",33,"w","Lichtenberg",2014
"Emil",32,"m","Lichtenberg",2014
"Emilia",31,"w","Lichtenberg",2014
"Elias",30,"m","Lichtenberg",2014
"Anton",29,"m","Lichtenberg",2014
"Luca",28,"m","Lichtenberg",2014
"Sophia",28,"w","Lichtenberg",2014
"Ben",27,"m","Lichtenberg",2014
"Louis",27,"m","Lichtenberg",2014
"Oskar",26,"m","Lichtenberg",2014
"Luise",25,"w","Lichtenberg",2014
"Noah",25,"m","Lichtenberg",2014
"Anna",24,"w","Lichtenberg",2014
"Pia",23,"w","Lichtenberg",2014
"Felix",22,"m","Lichtenberg",2014
"Marlene",22,"w","Lichtenberg",2014
"Johanna",21,"w","Lichtenberg",2014
"Leonie",21,"w","Lichtenberg",2014
"Finn",20,"m","Lichtenberg",2014
"Jonas",20,"m","Lichtenberg",2014
"Theo",20,"m","Lichtenberg",2014
"Lena",19,"w","Lichtenberg",2014
"Lukas",18,"m","Lichtenberg",2014
"Elisabeth",18,"w","Lichtenberg",2014
"Max",18,"m","Lichtenberg",2014
"Hanna",18,"w","Lichtenberg",2014
"Pepe",18,"m","Lichtenberg",2014
"Lea",18,"w","Lichtenberg",2014
"Lilly",18,"w","Lichtenberg",2014
"Melina",18,"w","Lichtenberg",2014
"Fabian",17,"m","Lichtenberg",2014
"Amelie",17,"w","Lichtenberg",2014
"Karl",16,"m","Lichtenberg",2014
"Liam",16,"m","Lichtenberg",2014
"Luis",16,"m","Lichtenberg",2014
"Helene",16,"w","Lichtenberg",2014
"Tim",16,"m","Lichtenberg",2014
"Isabella",16,"w","Lichtenberg",2014
"Philipp",15,"m","Lichtenberg",2014
"Jasmin",15,"w","Lichtenberg",2014
"Laura",15,"w","Lichtenberg",2014
"Nele",15,"w","Lichtenberg",2014
"Henry",14,"m","Lichtenberg",2014
"Tom",14,"m","Lichtenberg",2014
"Alina",14,"w","Lichtenberg",2014
"Pauline",14,"w","Lichtenberg",2014
"Joel",13,"m","Lichtenberg",2014
"John",13,"m","Lichtenberg",2014
"Jonathan",13,"m","Lichtenberg",2014
"Greta",13,"w","Lichtenberg",2014
"Ole",13,"m","Lichtenberg",2014
"Helena",13,"w","Lichtenberg",2014
"Lisa",13,"w","Lichtenberg",2014
"Aaron",12,"m","Lichtenberg",2014
"Benjamin",12,"m","Lichtenberg",2014
"Ida",12,"w","Lichtenberg",2014
"Bruno",12,"m","Lichtenberg",2014
"Lara",12,"w","Lichtenberg",2014
"Daniel",12,"m","Lichtenberg",2014
"Leni",12,"w","Lichtenberg",2014
"David",12,"m","Lichtenberg",2014
"Lina",12,"w","Lichtenberg",2014
"Florian",12,"m","Lichtenberg",2014
"Zoe",12,"w","Lichtenberg",2014
"Fritz",12,"m","Lichtenberg",2014
"Jeremy",12,"m","Lichtenberg",2014
"Leonard",12,"m","Lichtenberg",2014
"Michael",12,"m","Lichtenberg",2014
"Oliver",12,"m","Lichtenberg",2014
"Otto",12,"m","Lichtenberg",2014
"Sebastian",12,"m","Lichtenberg",2014
"Elisa",11,"w","Lichtenberg",2014
"Elise",11,"w","Lichtenberg",2014
"Ella",11,"w","Lichtenberg",2014
"Josephine",11,"w","Lichtenberg",2014
"Lotta",11,"w","Lichtenberg",2014
"Luisa",11,"w","Lichtenberg",2014
"Viktoria",11,"w","Lichtenberg",2014
"Erik",11,"m","Lichtenberg",2014
"Lucas",11,"m","Lichtenberg",2014
"Maxim",11,"m","Lichtenberg",2014
"Minh",11,"m","Lichtenberg",2014
"Peter",11,"m","Lichtenberg",2014
"Vincent",11,"m","Lichtenberg",2014
"Marie",25,"w","Marzahn-Hellersdorf",2014
"Sophie",25,"w","Marzahn-Hellersdorf",2014
"Alexander",16,"m","Marzahn-Hellersdorf",2014
"Emma",16,"w","Marzahn-Hellersdorf",2014
"Felix",15,"m","Marzahn-Hellersdorf",2014
"Mia",14,"w","Marzahn-Hellersdorf",2014
"Ben",13,"m","Marzahn-Hellersdorf",2014
"Elias",13,"m","Marzahn-Hellersdorf",2014
"Leon",13,"m","Marzahn-Hellersdorf",2014
"Emily",13,"w","Marzahn-Hellersdorf",2014
"Maximilian",11,"m","Marzahn-Hellersdorf",2014
"Paul",11,"m","Marzahn-Hellersdorf",2014
"Sophie",73,"w","Mitte",2014
"Marie",72,"w","Mitte",2014
"Alexander",56,"m","Mitte",2014
"Maria",53,"w","Mitte",2014
"Anna",49,"w","Mitte",2014
"Maximilian",45,"m","Mitte",2014
"Ali",39,"m","Mitte",2014
"Paul",39,"m","Mitte",2014
"Charlotte",39,"w","Mitte",2014
"Luise",38,"w","Mitte",2014
"David",37,"m","Mitte",2014
"Elias",35,"m","Mitte",2014
"Noah",35,"m","Mitte",2014
"Emilia",33,"w","Mitte",2014
"Theodor",31,"m","Mitte",2014
"Sophia",29,"w","Mitte",2014
"Ben",27,"m","Mitte",2014
"Johanna",27,"w","Mitte",2014
"Anton",26,"m","Mitte",2014
"Helene",26,"w","Mitte",2014
"Jonas",25,"m","Mitte",2014
"Moritz",25,"m","Mitte",2014
"Clara",24,"w","Mitte",2014
"Emma",24,"w","Mitte",2014
"Lukas",24,"m","Mitte",2014
"Mia",23,"w","Mitte",2014
"Emil",23,"m","Mitte",2014
"Mila",23,"w","Mitte",2014
"Jakob",23,"m","Mitte",2014
"Muhammed",23,"m","Mitte",2014
"Elisabeth",22,"w","Mitte",2014
"Felix",22,"m","Mitte",2014
"Johann",22,"m","Mitte",2014
"Greta",21,"w","Mitte",2014
"Mira",21,"w","Mitte",2014
"Rosa",21,"w","Mitte",2014
"Friedrich",21,"m","Mitte",2014
"Jonathan",21,"m","Mitte",2014
"Karl",21,"m","Mitte",2014
"Valentin",21,"m","Mitte",2014
"Adam",20,"m","Mitte",2014
"Daniel",20,"m","Mitte",2014
"Leon",20,"m","Mitte",2014
"Niklas",20,"m","Mitte",2014
"Helena",19,"w","Mitte",2014
"Luca",19,"m","Mitte",2014
"Elif",18,"w","Mitte",2014
"Lara",18,"w","Mitte",2014
"Sarah",18,"w","Mitte",2014
"Oskar",18,"m","Mitte",2014
"Luis",17,"m","Mitte",2014
"Emily",16,"w","Mitte",2014
"Hannah",16,"w","Mitte",2014
"Ida",16,"w","Mitte",2014
"Lea",16,"w","Mitte",2014
"Christian",16,"m","Mitte",2014
"Hamza",16,"m","Mitte",2014
"Julian",16,"m","Mitte",2014
"Michael",16,"m","Mitte",2014
"Ava",15,"w","Mitte",2014
"Luisa",15,"w","Mitte",2014
"Marlene",15,"w","Mitte",2014
"Olivia",15,"w","Mitte",2014
"Victoria",15,"w","Mitte",2014
"August",15,"m","Mitte",2014
"Finn",15,"m","Mitte",2014
"Gustav",15,"m","Mitte",2014
"Joel",15,"m","Mitte",2014
"Lucas",15,"m","Mitte",2014
"Omar",15,"m","Mitte",2014
"Philipp",15,"m","Mitte",2014
"Leonie",14,"w","Mitte",2014
"Valentina",14,"w","Mitte",2014
"Adrian",14,"m","Mitte",2014
"Arthur",14,"m","Mitte",2014
"Benjamin",14,"m","Mitte",2014
"Franz",14,"m","Mitte",2014
"Gabriel",14,"m","Mitte",2014
"Hugo",14,"m","Mitte",2014
"Julius",14,"m","Mitte",2014
"Leonard",14,"m","Mitte",2014
"Levi",14,"m","Mitte",2014
"Milan",14,"m","Mitte",2014
"Vincent",14,"m","Mitte",2014
"Elena",13,"w","Mitte",2014
"Hanna",13,"w","Mitte",2014
"Lisa",13,"w","Mitte",2014
"Caspar",13,"m","Mitte",2014
"Ferdinand",13,"m","Mitte",2014
"Frederik",13,"m","Mitte",2014
"Georg",13,"m","Mitte",2014
"Leander",13,"m","Mitte",2014
"Mika",13,"m","Mitte",2014
"Nicolas",13,"m","Mitte",2014
"Peter",13,"m","Mitte",2014
"Sebastian",13,"m","Mitte",2014
"Tim",13,"m","Mitte",2014
"Alina",12,"w","Mitte",2014
"Eva",12,"w","Mitte",2014
"Julia",12,"w","Mitte",2014
"Klara",12,"w","Mitte",2014
"Lena",12,"w","Mitte",2014
"Lilly",12,"w","Mitte",2014
"Lina",12,"w","Mitte",2014
"Paula",12,"w","Mitte",2014
"Pauline",12,"w","Mitte",2014
"Antonio",12,"m","Mitte",2014
"Bruno",12,"m","Mitte",2014
"Erik",12,"m","Mitte",2014
"Henri",12,"m","Mitte",2014
"Leo",12,"m","Mitte",2014
"Mohamad",12,"m","Mitte",2014
"Mustafa",12,"m","Mitte",2014
"Samuel",12,"m","Mitte",2014
"Yasin",12,"m","Mitte",2014
"Antonia",11,"w","Mitte",2014
"Carla",11,"w","Mitte",2014
"Fatima",11,"w","Mitte",2014
"Josephine",11,"w","Mitte",2014
"Viktoria",11,"w","Mitte",2014
"Can",11,"m","Mitte",2014
"Carl",11,"m","Mitte",2014
"Emilio",11,"m","Mitte",2014
"Leopold",11,"m","Mitte",2014
"Louis",11,"m","Mitte",2014
"Martin",11,"m","Mitte",2014
"Max",11,"m","Mitte",2014
"Mert",11,"m","Mitte",2014
"Mohammed",11,"m","Mitte",2014
"Yusuf",11,"m","Mitte",2014
"Marie",54,"w","Neukölln",2014
"Sophie",54,"w","Neukölln",2014
"Maria",43,"w","Neukölln",2014
"Alexander",32,"m","Neukölln",2014
"Ali",32,"m","Neukölln",2014
"Elias",31,"m","Neukölln",2014
"Luca",30,"m","Neukölln",2014
"Emily",30,"w","Neukölln",2014
"Paul",30,"m","Neukölln",2014
"Leon",29,"m","Neukölln",2014
"Maximilian",29,"m","Neukölln",2014
"Emilia",28,"w","Neukölln",2014
"Charlotte",26,"w","Neukölln",2014
"Anton",26,"m","Neukölln",2014
"Mia",24,"w","Neukölln",2014
"Emil",23,"m","Neukölln",2014
"Max",23,"m","Neukölln",2014
"Emma",22,"w","Neukölln",2014
"Leonie",21,"w","Neukölln",2014
"Ben",21,"m","Neukölln",2014
"Lukas",21,"m","Neukölln",2014
"Luise",20,"w","Neukölln",2014
"Johanna",19,"w","Neukölln",2014
"Lena",19,"w","Neukölln",2014
"Jonas",19,"m","Neukölln",2014
"Louis",19,"m","Neukölln",2014
"Noah",19,"m","Neukölln",2014
"Anna",18,"w","Neukölln",2014
"Lara",18,"w","Neukölln",2014
"David",18,"m","Neukölln",2014
"Lea",17,"w","Neukölln",2014
"Mira",17,"w","Neukölln",2014
"Benjamin",17,"m","Neukölln",2014
"Yusuf",17,"m","Neukölln",2014
"Lina",16,"w","Neukölln",2014
"Felix",16,"m","Neukölln",2014
"Julius",16,"m","Neukölln",2014
"Elif",15,"w","Neukölln",2014
"Elisabeth",15,"w","Neukölln",2014
"Marlene",15,"w","Neukölln",2014
"Adrian",15,"m","Neukölln",2014
"Jakob",15,"m","Neukölln",2014
"Muhammed",15,"m","Neukölln",2014
"Zoe",14,"w","Neukölln",2014
"Finn",14,"m","Neukölln",2014
"Jonathan",14,"m","Neukölln",2014
"Karim",14,"m","Neukölln",2014
"Michael",14,"m","Neukölln",2014
"Noel",14,"m","Neukölln",2014
"Yasin",14,"m","Neukölln",2014
"Azra",13,"w","Neukölln",2014
"Hanna",13,"w","Neukölln",2014
"Laura",13,"w","Neukölln",2014
"Luisa",13,"w","Neukölln",2014
"Nisa",13,"w","Neukölln",2014
"Zeynep",13,"w","Neukölln",2014
"Amir",13,"m","Neukölln",2014
"Can",13,"m","Neukölln",2014
"Daniel",13,"m","Neukölln",2014
"Joel",13,"m","Neukölln",2014
"Julian",13,"m","Neukölln",2014
"Oskar",13,"m","Neukölln",2014
"Samuel",13,"m","Neukölln",2014
"Elisa",12,"w","Neukölln",2014
"Isabella",12,"w","Neukölln",2014
"Melina",12,"w","Neukölln",2014
"Meryem",12,"w","Neukölln",2014
"Mina",12,"w","Neukölln",2014
"Liam",12,"m","Neukölln",2014
"Malik",12,"m","Neukölln",2014
"Niklas",12,"m","Neukölln",2014
"Tim",12,"m","Neukölln",2014
"Tom",12,"m","Neukölln",2014
"Ela",11,"w","Neukölln",2014
"Hannah",11,"w","Neukölln",2014
"Helena",11,"w","Neukölln",2014
"Josephine",11,"w","Neukölln",2014
"Leyla",11,"w","Neukölln",2014
"Martha",11,"w","Neukölln",2014
"Maya",11,"w","Neukölln",2014
"Sophia",11,"w","Neukölln",2014
"Jan",11,"m","Neukölln",2014
"Lennard",11,"m","Neukölln",2014
"Levi",11,"m","Neukölln",2014
"Moritz",11,"m","Neukölln",2014
"Mustafa",11,"m","Neukölln",2014
"Marie",122,"w","Pankow",2014
"Sophie",93,"w","Pankow",2014
"Charlotte",66,"w","Pankow",2014
"Paul",63,"m","Pankow",2014
"Maria",62,"w","Pankow",2014
"Alexander",56,"m","Pankow",2014
"Emilia",53,"w","Pankow",2014
"Elias",51,"m","Pankow",2014
"Emil",48,"m","Pankow",2014
"Emma",48,"w","Pankow",2014
"Oskar",47,"m","Pankow",2014
"Luise",47,"w","Pankow",2014
"Anton",44,"m","Pankow",2014
"Johanna",44,"w","Pankow",2014
"Felix",41,"m","Pankow",2014
"Maximilian",41,"m","Pankow",2014
"Mia",41,"w","Pankow",2014
"Karl",37,"m","Pankow",2014
"Sophia",37,"w","Pankow",2014
"Hannah",35,"w","Pankow",2014
"Anna",34,"w","Pankow",2014
"Lea",34,"w","Pankow",2014
"Lina",33,"w","Pankow",2014
"Ben",31,"m","Pankow",2014
"Leon",31,"m","Pankow",2014
"Moritz",31,"m","Pankow",2014
"Louis",30,"m","Pankow",2014
"Ole",30,"m","Pankow",2014
"Hanna",30,"w","Pankow",2014
"Finn",28,"m","Pankow",2014
"Elisabeth",28,"w","Pankow",2014
"Greta",28,"w","Pankow",2014
"Noah",27,"m","Pankow",2014
"Max",26,"m","Pankow",2014
"Frieda",26,"w","Pankow",2014
"Mathilda",26,"w","Pankow",2014
"Luca",25,"m","Pankow",2014
"Nele",25,"w","Pankow",2014
"Pauline",25,"w","Pankow",2014
"Emily",24,"w","Pankow",2014
"Lena",24,"w","Pankow",2014
"Luisa",24,"w","Pankow",2014
"Pepe",23,"m","Pankow",2014
"Vincent",23,"m","Pankow",2014
"Clara",23,"w","Pankow",2014
"Ella",23,"w","Pankow",2014
"Benjamin",22,"m","Pankow",2014
"Erik",22,"m","Pankow",2014
"Leonard",22,"m","Pankow",2014
"Theodor",22,"m","Pankow",2014
"Helena",22,"w","Pankow",2014
"Helene",22,"w","Pankow",2014
"Isabella",22,"w","Pankow",2014
"Laura",22,"w","Pankow",2014
"Marlene",22,"w","Pankow",2014
"Arthur",21,"m","Pankow",2014
"Liam",21,"m","Pankow",2014
"Elisa",21,"w","Pankow",2014
"Ida",21,"w","Pankow",2014
"Lilly",21,"w","Pankow",2014
"Bruno",20,"m","Pankow",2014
"Friedrich",20,"m","Pankow",2014
"Jonas",20,"m","Pankow",2014
"Linus",20,"m","Pankow",2014
"Lara",20,"w","Pankow",2014
"Paula",20,"w","Pankow",2014
"Richard",19,"m","Pankow",2014
"Alma",19,"w","Pankow",2014
"Katharina",19,"w","Pankow",2014
"Jakob",18,"m","Pankow",2014
"Jonathan",18,"m","Pankow",2014
"Levi",18,"m","Pankow",2014
"Milan",18,"m","Pankow",2014
"Tim",18,"m","Pankow",2014
"Eva",18,"w","Pankow",2014
"Leonie",18,"w","Pankow",2014
"Aaron",17,"m","Pankow",2014
"Johann",17,"m","Pankow",2014
"Michael",17,"m","Pankow",2014
"Samuel",17,"m","Pankow",2014
"Elise",17,"w","Pankow",2014
"Mila",17,"w","Pankow",2014
"Luis",16,"m","Pankow",2014
"Mattis",16,"m","Pankow",2014
"Maxim",16,"m","Pankow",2014
"Leni",16,"w","Pankow",2014
"Sebastian",16,"m","Pankow",2014
"Lotta",16,"w","Pankow",2014
"Theo",16,"m","Pankow",2014
"Maja",16,"w","Pankow",2014
"Tom",16,"m","Pankow",2014
"Matilda",16,"w","Pankow",2014
"Daniel",15,"m","Pankow",2014
"Amelie",15,"w","Pankow",2014
"David",15,"m","Pankow",2014
"Martha",15,"w","Pankow",2014
"Ferdinand",15,"m","Pankow",2014
"Jan",15,"m","Pankow",2014
"Josephine",14,"w","Pankow",2014
"Magdalena",14,"w","Pankow",2014
"Joel",14,"m","Pankow",2014
"Mira",14,"w","Pankow",2014
"Johannes",14,"m","Pankow",2014
"Pia",14,"w","Pankow",2014
"Jonah",14,"m","Pankow",2014
"Sarah",14,"w","Pankow",2014
"Julian",14,"m","Pankow",2014
"Leo",14,"m","Pankow",2014
"Lukas",14,"m","Pankow",2014
"Mats",14,"m","Pankow",2014
"Philipp",14,"m","Pankow",2014
"Antonia",13,"w","Pankow",2014
"Julia",13,"w","Pankow",2014
"Lisa",13,"w","Pankow",2014
"Lotte",13,"w","Pankow",2014
"Mara",13,"w","Pankow",2014
"Fabian",13,"m","Pankow",2014
"Mina",13,"w","Pankow",2014
"Gustav",13,"m","Pankow",2014
"Nora",13,"w","Pankow",2014
"Henri",13,"m","Pankow",2014
"Victoria",13,"w","Pankow",2014
"Henry",13,"m","Pankow",2014
"Zoe",13,"w","Pankow",2014
"Joshua",13,"m","Pankow",2014
"Oliver",13,"m","Pankow",2014
"Carlotta",12,"w","Pankow",2014
"Elena",12,"w","Pankow",2014
"Florian",12,"m","Pankow",2014
"Josefine",12,"w","Pankow",2014
"Franz",12,"m","Pankow",2014
"Sofia",12,"w","Pankow",2014
"Fynn",12,"m","Pankow",2014
"Finja",11,"w","Pankow",2014
"Carl",11,"m","Pankow",2014
"Frida",11,"w","Pankow",2014
"John",11,"m","Pankow",2014
"Jasmin",11,"w","Pankow",2014
"Julius",11,"m","Pankow",2014
"Louisa",11,"w","Pankow",2014
"Ludwig",11,"m","Pankow",2014
"Louise",11,"w","Pankow",2014
"Peter",11,"m","Pankow",2014
"Lucia",11,"w","Pankow",2014
"Raphael",11,"m","Pankow",2014
"Maya",11,"w","Pankow",2014
"Rosa",11,"w","Pankow",2014
"Valentina",11,"w","Pankow",2014
"Marie",22,"w","Reinickendorf",2014
"Emilia",19,"w","Reinickendorf",2014
"Sophie",18,"w","Reinickendorf",2014
"Maximilian",14,"m","Reinickendorf",2014
"Alexander",13,"m","Reinickendorf",2014
"Ali",13,"m","Reinickendorf",2014
"Elias",13,"m","Reinickendorf",2014
"Luca",13,"m","Reinickendorf",2014
"Sophia",11,"w","Reinickendorf",2014
"David",11,"m","Reinickendorf",2014
"Noah",11,"m","Reinickendorf",2014
"Paul",11,"m","Reinickendorf",2014
"Sophie",75,"w","Spandau",2014
"Marie",64,"w","Spandau",2014
"Elias",45,"m","Spandau",2014
"Paul",41,"m","Spandau",2014
"Alexander",38,"m","Spandau",2014
"Charlotte",38,"w","Spandau",2014
"Sophia",35,"w","Spandau",2014
"Maximilian",34,"m","Spandau",2014
"Noah",32,"m","Spandau",2014
"Emma",31,"w","Spandau",2014
"Emilia",29,"w","Spandau",2014
"Maria",29,"w","Spandau",2014
"Luca",27,"m","Spandau",2014
"Anna",27,"w","Spandau",2014
"Luise",27,"w","Spandau",2014
"Emil",26,"m","Spandau",2014
"David",24,"m","Spandau",2014
"Felix",24,"m","Spandau",2014
"Lena",24,"w","Spandau",2014
"Mia",22,"w","Spandau",2014
"Anton",21,"m","Spandau",2014
"Finn",21,"m","Spandau",2014
"Jonas",21,"m","Spandau",2014
"Lea",21,"w","Spandau",2014
"Leonie",20,"w","Spandau",2014
"Leon",19,"m","Spandau",2014
"Liam",19,"m","Spandau",2014
"Johanna",19,"w","Spandau",2014
"Louis",19,"m","Spandau",2014
"Elisabeth",18,"w","Spandau",2014
"Hannah",18,"w","Spandau",2014
"Karl",17,"m","Spandau",2014
"Leo",17,"m","Spandau",2014
"Oskar",17,"m","Spandau",2014
"Tim",17,"m","Spandau",2014
"Ella",16,"w","Spandau",2014
"Arthur",16,"m","Spandau",2014
"Joel",16,"m","Spandau",2014
"Lukas",16,"m","Spandau",2014
"Max",16,"m","Spandau",2014
"Elisa",15,"w","Spandau",2014
"Laura",15,"w","Spandau",2014
"Ben",15,"m","Spandau",2014
"Emily",14,"w","Spandau",2014
"Frieda",14,"w","Spandau",2014
"Helena",14,"w","Spandau",2014
"Louisa",14,"w","Spandau",2014
"Marlene",13,"w","Spandau",2014
"Benjamin",13,"m","Spandau",2014
"Mila",13,"w","Spandau",2014
"Fabian",13,"m","Spandau",2014
"Victoria",13,"w","Spandau",2014
"Johann",13,"m","Spandau",2014
"Amelie",12,"w","Spandau",2014
"Henry",12,"m","Spandau",2014
"Hanna",12,"w","Spandau",2014
"John",12,"m","Spandau",2014
"Isabella",12,"w","Spandau",2014
"Milan",12,"m","Spandau",2014
"Lotta",12,"w","Spandau",2014
"Moritz",12,"m","Spandau",2014
"Maja",12,"w","Spandau",2014
"Niklas",12,"m","Spandau",2014
"Mira",12,"w","Spandau",2014
"Theodor",12,"m","Spandau",2014
"Paula",12,"w","Spandau",2014
"Pauline",12,"w","Spandau",2014
"Daniel",11,"m","Spandau",2014
"Jakob",11,"m","Spandau",2014
"Frida",11,"w","Spandau",2014
"Jonathan",11,"m","Spandau",2014
"Helene",11,"w","Spandau",2014
"Julian",11,"m","Spandau",2014
"Lucia",11,"w","Spandau",2014
"Luka",11,"m","Spandau",2014
"Luisa",11,"w","Spandau",2014
"Mats",11,"m","Spandau",2014
"Mika",11,"m","Spandau",2014
"Sophie",27,"w","Steglitz-Zehlendorf",2014
"Marie",18,"w","Steglitz-Zehlendorf",2014
"Maximilian",16,"m","Steglitz-Zehlendorf",2014
"Alexander",15,"m","Steglitz-Zehlendorf",2014
"Sophia",15,"w","Steglitz-Zehlendorf",2014
"Maria",13,"w","Steglitz-Zehlendorf",2014
"Anna",12,"w","Steglitz-Zehlendorf",2014
"Emilia",12,"w","Steglitz-Zehlendorf",2014
"Elias",11,"m","Steglitz-Zehlendorf",2014
"Marie",114,"w","Tempelhof-Schöneberg",2014
"Sophie",94,"w","Tempelhof-Schöneberg",2014
"Maximilian",67,"m","Tempelhof-Schöneberg",2014
"Charlotte",65,"w","Tempelhof-Schöneberg",2014
"Maria",59,"w","Tempelhof-Schöneberg",2014
"Alexander",58,"m","Tempelhof-Schöneberg",2014
"Elias",56,"m","Tempelhof-Schöneberg",2014
"Paul",53,"m","Tempelhof-Schöneberg",2014
"Emilia",53,"w","Tempelhof-Schöneberg",2014
"Anton",48,"m","Tempelhof-Schöneberg",2014
"Sophia",47,"w","Tempelhof-Schöneberg",2014
"Noah",46,"m","Tempelhof-Schöneberg",2014
"Emil",44,"m","Tempelhof-Schöneberg",2014
"Mia",41,"w","Tempelhof-Schöneberg",2014
"Luise",40,"w","Tempelhof-Schöneberg",2014
"Louis",38,"m","Tempelhof-Schöneberg",2014
"Jonas",37,"m","Tempelhof-Schöneberg",2014
"Johanna",36,"w","Tempelhof-Schöneberg",2014
"Jakob",35,"m","Tempelhof-Schöneberg",2014
"Felix",34,"m","Tempelhof-Schöneberg",2014
"Hanna",33,"w","Tempelhof-Schöneberg",2014
"Benjamin",33,"m","Tempelhof-Schöneberg",2014
"Jan",33,"m","Tempelhof-Schöneberg",2014
"Jonathan",33,"m","Tempelhof-Schöneberg",2014
"Ali",32,"m","Tempelhof-Schöneberg",2014
"Karl",32,"m","Tempelhof-Schöneberg",2014
"Helene",29,"w","Tempelhof-Schöneberg",2014
"Moritz",29,"m","Tempelhof-Schöneberg",2014
"Emma",28,"w","Tempelhof-Schöneberg",2014
"David",28,"m","Tempelhof-Schöneberg",2014
"Anna",27,"w","Tempelhof-Schöneberg",2014
"Hannah",27,"w","Tempelhof-Schöneberg",2014
"Lena",27,"w","Tempelhof-Schöneberg",2014
"Liam",27,"m","Tempelhof-Schöneberg",2014
"Samuel",27,"m","Tempelhof-Schöneberg",2014
"Ella",26,"w","Tempelhof-Schöneberg",2014
"Lea",26,"w","Tempelhof-Schöneberg",2014
"Julian",26,"m","Tempelhof-Schöneberg",2014
"Laura",25,"w","Tempelhof-Schöneberg",2014
"Oskar",25,"m","Tempelhof-Schöneberg",2014
"Philipp",25,"m","Tempelhof-Schöneberg",2014
"Elisabeth",24,"w","Tempelhof-Schöneberg",2014
"Ida",24,"w","Tempelhof-Schöneberg",2014
"Marlene",24,"w","Tempelhof-Schöneberg",2014
"Mila",24,"w","Tempelhof-Schöneberg",2014
"Mira",24,"w","Tempelhof-Schöneberg",2014
"Leonard",24,"m","Tempelhof-Schöneberg",2014
"Clara",23,"w","Tempelhof-Schöneberg",2014
"Ben",23,"m","Tempelhof-Schöneberg",2014
"Lara",23,"w","Tempelhof-Schöneberg",2014
"Friedrich",23,"m","Tempelhof-Schöneberg",2014
"Luisa",23,"w","Tempelhof-Schöneberg",2014
