"vorname","anzahl","geschlecht","Kiez","year"
"Laura",16,"w","Pankow",2013
"Lilly",16,"w","Pankow",2013
"Erik",16,"m","Pankow",2013
"Paulina",16,"w","Pankow",2013
"Leonard",16,"m","Pankow",2013
"Michael",16,"m","Pankow",2013
"Mika",16,"m","Pankow",2013
"Pepe",16,"m","Pankow",2013
"Till",16,"m","Pankow",2013
"Tom",16,"m","Pankow",2013
"Carlotta",15,"w","Pankow",2013
"Helena",15,"w","Pankow",2013
"Lisa",15,"w","Pankow",2013
"Gabriel",15,"m","Pankow",2013
"Henry",15,"m","Pankow",2013
"Johannes",15,"m","Pankow",2013
"Julius",15,"m","Pankow",2013
"Peter",15,"m","Pankow",2013
"Antonia",14,"w","Pankow",2013
"Ida",14,"w","Pankow",2013
"Isabella",14,"w","Pankow",2013
"Luna",14,"w","Pankow",2013
"Pauline",14,"w","Pankow",2013
"Pia",14,"w","Pankow",2013
"Sarah",14,"w","Pankow",2013
"Theresa",14,"w","Pankow",2013
"Bruno",14,"m","Pankow",2013
"Henri",14,"m","Pankow",2013
"Lennox",14,"m","Pankow",2013
"Mats",14,"m","Pankow",2013
"Valentin",14,"m","Pankow",2013
"Wilhelm",14,"m","Pankow",2013
"Isabelle",13,"w","Pankow",2013
"Luisa",13,"w","Pankow",2013
"Nora",13,"w","Pankow",2013
"Ferdinand",13,"m","Pankow",2013
"Fritz",13,"m","Pankow",2013
"Leopold",13,"m","Pankow",2013
"Amalia",12,"w","Pankow",2013
"Klara",12,"w","Pankow",2013
"Lia",12,"w","Pankow",2013
"Martha",12,"w","Pankow",2013
"Victoria",12,"w","Pankow",2013
"Franz",12,"m","Pankow",2013
"Frederik",12,"m","Pankow",2013
"Levi",12,"m","Pankow",2013
"Liam",12,"m","Pankow",2013
"Matteo",12,"m","Pankow",2013
"Matti",12,"m","Pankow",2013
"Philipp",12,"m","Pankow",2013
"Raphael",12,"m","Pankow",2013
"Simon",12,"m","Pankow",2013
"Alina",11,"w","Pankow",2013
"Henriette",11,"w","Pankow",2013
"Karla",11,"w","Pankow",2013
"Katharina",11,"w","Pankow",2013
"Leni",11,"w","Pankow",2013
"Lotta",11,"w","Pankow",2013
"Matilda",11,"w","Pankow",2013
"Benjamin",11,"m","Pankow",2013
"Edgar",11,"m","Pankow",2013
"Jasper",11,"m","Pankow",2013
"Juri",11,"m","Pankow",2013
"Ludwig",11,"m","Pankow",2013
"Pascal",11,"m","Pankow",2013
"Sam",11,"m","Pankow",2013
"Marie",33,"w","Reinickendorf",2013
"Sophie",26,"w","Reinickendorf",2013
"Luca",19,"m","Reinickendorf",2013
"Alexander",16,"m","Reinickendorf",2013
"Mia",15,"w","Reinickendorf",2013
"Maria",12,"w","Reinickendorf",2013
"Maximilian",11,"m","Reinickendorf",2013
"Lena",11,"w","Reinickendorf",2013
"Marie",71,"w","Spandau",2013
"Sophie",55,"w","Spandau",2013
"Elias",42,"m","Spandau",2013
"Charlotte",36,"w","Spandau",2013
"Maria",35,"w","Spandau",2013
"Luise",34,"w","Spandau",2013
"Alexander",31,"m","Spandau",2013
"Emilia",31,"w","Spandau",2013
"Paul",29,"m","Spandau",2013
"Mia",29,"w","Spandau",2013
"Ben",27,"m","Spandau",2013
"Maximilian",26,"m","Spandau",2013
"Jonas",25,"m","Spandau",2013
"Leon",25,"m","Spandau",2013
"Luca",25,"m","Spandau",2013
"Emma",24,"w","Spandau",2013
"Anton",24,"m","Spandau",2013
"Sophia",24,"w","Spandau",2013
"Felix",24,"m","Spandau",2013
"Noah",24,"m","Spandau",2013
"Johanna",23,"w","Spandau",2013
"Jakob",23,"m","Spandau",2013
"Jonathan",23,"m","Spandau",2013
"Anna",21,"w","Spandau",2013
"Finn",21,"m","Spandau",2013
"Oskar",20,"m","Spandau",2013
"Lena",19,"w","Spandau",2013
"Emil",19,"m","Spandau",2013
"Helene",18,"w","Spandau",2013
"David",18,"m","Spandau",2013
"Liam",18,"m","Spandau",2013
"Hannah",17,"w","Spandau",2013
"Joel",17,"m","Spandau",2013
"Lukas",17,"m","Spandau",2013
"Max",17,"m","Spandau",2013
"Ella",16,"w","Spandau",2013
"Emily",16,"w","Spandau",2013
"Julian",16,"m","Spandau",2013
"Louis",16,"m","Spandau",2013
"Moritz",16,"m","Spandau",2013
"Elisabeth",15,"w","Spandau",2013
"Martha",15,"w","Spandau",2013
"Benjamin",15,"m","Spandau",2013
"Lina",14,"w","Spandau",2013
"Lucia",14,"w","Spandau",2013
"Pauline",14,"w","Spandau",2013
"Florian",14,"m","Spandau",2013
"Johann",14,"m","Spandau",2013
"Paula",13,"w","Spandau",2013
"Carl",13,"m","Spandau",2013
"Henry",13,"m","Spandau",2013
"Julius",13,"m","Spandau",2013
"Leonard",13,"m","Spandau",2013
"Michael",13,"m","Spandau",2013
"Rafael",13,"m","Spandau",2013
"Vincent",13,"m","Spandau",2013
"Amelie",12,"w","Spandau",2013
"Frieda",12,"w","Spandau",2013
"Greta",12,"w","Spandau",2013
"Helena",12,"w","Spandau",2013
"Josephine",12,"w","Spandau",2013
"Julia",12,"w","Spandau",2013
"Lea",12,"w","Spandau",2013
"Luisa",12,"w","Spandau",2013
"Sarah",12,"w","Spandau",2013
"Gabriel",12,"m","Spandau",2013
"Jan",12,"m","Spandau",2013
"Elisa",11,"w","Spandau",2013
"Hanna",11,"w","Spandau",2013
"Erik",11,"m","Spandau",2013
"Laura",11,"w","Spandau",2013
"Friedrich",11,"m","Spandau",2013
"Leonie",11,"w","Spandau",2013
"Johannes",11,"m","Spandau",2013
"Maja",11,"w","Spandau",2013
"Ole",11,"m","Spandau",2013
"Marlene",11,"w","Spandau",2013
"Raphael",11,"m","Spandau",2013
"Theodor",11,"m","Spandau",2013
"Tim",11,"m","Spandau",2013
"Sophie",23,"w","Steglitz-Zehlendorf",2013
"Alexander",21,"m","Steglitz-Zehlendorf",2013
"Marie",21,"w","Steglitz-Zehlendorf",2013
"Luca",13,"m","Steglitz-Zehlendorf",2013
"Noah",12,"m","Steglitz-Zehlendorf",2013
"Emilia",11,"w","Steglitz-Zehlendorf",2013
"Sophie",93,"w","Tempelhof-Schöneberg",2013
"Marie",86,"w","Tempelhof-Schöneberg",2013
"Maria",66,"w","Tempelhof-Schöneberg",2013
"Alexander",61,"m","Tempelhof-Schöneberg",2013
"Charlotte",59,"w","Tempelhof-Schöneberg",2013
"Paul",57,"m","Tempelhof-Schöneberg",2013
"Maximilian",51,"m","Tempelhof-Schöneberg",2013
"Emilia",48,"w","Tempelhof-Schöneberg",2013
"Mia",46,"w","Tempelhof-Schöneberg",2013
"Jonas",44,"m","Tempelhof-Schöneberg",2013
"Sophia",44,"w","Tempelhof-Schöneberg",2013
"Felix",43,"m","Tempelhof-Schöneberg",2013
"Anna",43,"w","Tempelhof-Schöneberg",2013
"Johanna",43,"w","Tempelhof-Schöneberg",2013
"Elias",42,"m","Tempelhof-Schöneberg",2013
"Anton",41,"m","Tempelhof-Schöneberg",2013
"Jakob",40,"m","Tempelhof-Schöneberg",2013
"Noah",37,"m","Tempelhof-Schöneberg",2013
"Emil",36,"m","Tempelhof-Schöneberg",2013
"Emma",34,"w","Tempelhof-Schöneberg",2013
"Julian",34,"m","Tempelhof-Schöneberg",2013
"Luca",34,"m","Tempelhof-Schöneberg",2013
"Benjamin",33,"m","Tempelhof-Schöneberg",2013
"David",32,"m","Tempelhof-Schöneberg",2013
"Jonathan",31,"m","Tempelhof-Schöneberg",2013
"Luise",30,"w","Tempelhof-Schöneberg",2013
"Mila",30,"w","Tempelhof-Schöneberg",2013
"Lukas",28,"m","Tempelhof-Schöneberg",2013
"Oskar",28,"m","Tempelhof-Schöneberg",2013
"Helene",26,"w","Tempelhof-Schöneberg",2013
"Luisa",26,"w","Tempelhof-Schöneberg",2013
"Marlene",26,"w","Tempelhof-Schöneberg",2013
"Leon",26,"m","Tempelhof-Schöneberg",2013
"Greta",25,"w","Tempelhof-Schöneberg",2013
"Lara",25,"w","Tempelhof-Schöneberg",2013
"Lea",25,"w","Tempelhof-Schöneberg",2013
"Adam",24,"m","Tempelhof-Schöneberg",2013
"Amelie",24,"w","Tempelhof-Schöneberg",2013
"Ali",24,"m","Tempelhof-Schöneberg",2013
"Elisabeth",24,"w","Tempelhof-Schöneberg",2013
"Ben",24,"m","Tempelhof-Schöneberg",2013
"Leonie",24,"w","Tempelhof-Schöneberg",2013
"Jan",23,"m","Tempelhof-Schöneberg",2013
"Luis",23,"m","Tempelhof-Schöneberg",2013
"Niklas",23,"m","Tempelhof-Schöneberg",2013
"Clara",22,"w","Tempelhof-Schöneberg",2013
"Isabella",22,"w","Tempelhof-Schöneberg",2013
"Finn",22,"m","Tempelhof-Schöneberg",2013
"Julius",22,"m","Tempelhof-Schöneberg",2013
"Karl",22,"m","Tempelhof-Schöneberg",2013
"Max",22,"m","Tempelhof-Schöneberg",2013
"Emily",21,"w","Tempelhof-Schöneberg",2013
"Helena",21,"w","Tempelhof-Schöneberg",2013
"Ida",21,"w","Tempelhof-Schöneberg",2013
"Erik",21,"m","Tempelhof-Schöneberg",2013
"Johannes",21,"m","Tempelhof-Schöneberg",2013
"Moritz",21,"m","Tempelhof-Schöneberg",2013
"Hanna",20,"w","Tempelhof-Schöneberg",2013
"Lina",20,"w","Tempelhof-Schöneberg",2013
"Paula",20,"w","Tempelhof-Schöneberg",2013
"Theodor",20,"m","Tempelhof-Schöneberg",2013
"Valentin",20,"m","Tempelhof-Schöneberg",2013
"Antonia",19,"w","Tempelhof-Schöneberg",2013
"Elisa",19,"w","Tempelhof-Schöneberg",2013
"Ella",19,"w","Tempelhof-Schöneberg",2013
"Hannah",19,"w","Tempelhof-Schöneberg",2013
"Emir",19,"m","Tempelhof-Schöneberg",2013
"Henry",19,"m","Tempelhof-Schöneberg",2013
"Leo",19,"m","Tempelhof-Schöneberg",2013
"Leonard",19,"m","Tempelhof-Schöneberg",2013
"Liam",19,"m","Tempelhof-Schöneberg",2013
"Philipp",19,"m","Tempelhof-Schöneberg",2013
"Louisa",18,"w","Tempelhof-Schöneberg",2013
"Olivia",18,"w","Tempelhof-Schöneberg",2013
"Linus",18,"m","Tempelhof-Schöneberg",2013
"Michael",18,"m","Tempelhof-Schöneberg",2013
"Ole",18,"m","Tempelhof-Schöneberg",2013
"Tim",18,"m","Tempelhof-Schöneberg",2013
"Julia",17,"w","Tempelhof-Schöneberg",2013
"Florian",17,"m","Tempelhof-Schöneberg",2013
"Friedrich",17,"m","Tempelhof-Schöneberg",2013
"Johann",17,"m","Tempelhof-Schöneberg",2013
"Martin",17,"m","Tempelhof-Schöneberg",2013
"Theo",17,"m","Tempelhof-Schöneberg",2013
"Vincent",17,"m","Tempelhof-Schöneberg",2013
"Elif",16,"w","Tempelhof-Schöneberg",2013
"Frieda",16,"w","Tempelhof-Schöneberg",2013
"Laura",16,"w","Tempelhof-Schöneberg",2013
"Mathilda",16,"w","Tempelhof-Schöneberg",2013
"Mina",16,"w","Tempelhof-Schöneberg",2013
"Nele",16,"w","Tempelhof-Schöneberg",2013
"Pauline",16,"w","Tempelhof-Schöneberg",2013
"Zoe",16,"w","Tempelhof-Schöneberg",2013
"Joshua",16,"m","Tempelhof-Schöneberg",2013
"Louis",16,"m","Tempelhof-Schöneberg",2013
"Nora",15,"w","Tempelhof-Schöneberg",2013
"Levi",15,"m","Tempelhof-Schöneberg",2013
"Alma",14,"w","Tempelhof-Schöneberg",2013
"Martha",14,"w","Tempelhof-Schöneberg",2013
"Rosa",14,"w","Tempelhof-Schöneberg",2013
"Arthur",14,"m","Tempelhof-Schöneberg",2013
"Can",14,"m","Tempelhof-Schöneberg",2013
"Constantin",14,"m","Tempelhof-Schöneberg",2013
"Daniel",14,"m","Tempelhof-Schöneberg",2013
"Fabian",14,"m","Tempelhof-Schöneberg",2013
"Richard",14,"m","Tempelhof-Schöneberg",2013
"Simon",14,"m","Tempelhof-Schöneberg",2013
"Ela",13,"w","Tempelhof-Schöneberg",2013
"Elena",13,"w","Tempelhof-Schöneberg",2013
"Eva",13,"w","Tempelhof-Schöneberg",2013
"Frida",13,"w","Tempelhof-Schöneberg",2013
"Josephine",13,"w","Tempelhof-Schöneberg",2013
"Lena",13,"w","Tempelhof-Schöneberg",2013
"Maja",13,"w","Tempelhof-Schöneberg",2013
"Nisa",13,"w","Tempelhof-Schöneberg",2013
"Sara",13,"w","Tempelhof-Schöneberg",2013
"Sarah",13,"w","Tempelhof-Schöneberg",2013
"Viktoria",13,"w","Tempelhof-Schöneberg",2013
"Adrian",13,"m","Tempelhof-Schöneberg",2013
"Christian",13,"m","Tempelhof-Schöneberg",2013
"Frederik",13,"m","Tempelhof-Schöneberg",2013
"Samuel",13,"m","Tempelhof-Schöneberg",2013
"Amalia",12,"w","Tempelhof-Schöneberg",2013
"Ellen",12,"w","Tempelhof-Schöneberg",2013
"Lotta",12,"w","Tempelhof-Schöneberg",2013
"Louise",12,"w","Tempelhof-Schöneberg",2013
"Mats",12,"m","Tempelhof-Schöneberg",2013
"Pia",12,"w","Tempelhof-Schöneberg",2013
"Maxim",12,"m","Tempelhof-Schöneberg",2013
"Mika",12,"m","Tempelhof-Schöneberg",2013
"Peter",12,"m","Tempelhof-Schöneberg",2013
"Ava",11,"w","Tempelhof-Schöneberg",2013
"Katharina",11,"w","Tempelhof-Schöneberg",2013
"Lilly",11,"w","Tempelhof-Schöneberg",2013
"August",11,"m","Tempelhof-Schöneberg",2013
"Lucia",11,"w","Tempelhof-Schöneberg",2013
"Dominik",11,"m","Tempelhof-Schöneberg",2013
"Maya",11,"w","Tempelhof-Schöneberg",2013
"Joel",11,"m","Tempelhof-Schöneberg",2013
"Nina",11,"w","Tempelhof-Schöneberg",2013
"Lucas",11,"m","Tempelhof-Schöneberg",2013
"Rose",11,"w","Tempelhof-Schöneberg",2013
"Mateo",11,"m","Tempelhof-Schöneberg",2013
"Valentina",11,"w","Tempelhof-Schöneberg",2013
"Mohamed",11,"m","Tempelhof-Schöneberg",2013
"Muhammed",11,"m","Tempelhof-Schöneberg",2013
"Nils",11,"m","Tempelhof-Schöneberg",2013
"Sebastian",11,"m","Tempelhof-Schöneberg",2013
"Sophie",27,"w","Treptow-Köpenick",2013
"Alexander",21,"m","Treptow-Köpenick",2013
"Charlotte",21,"w","Treptow-Köpenick",2013
"Marie",21,"w","Treptow-Köpenick",2013
"Paul",19,"m","Treptow-Köpenick",2013
"Jonas",17,"m","Treptow-Köpenick",2013
"Anton",13,"m","Treptow-Köpenick",2013
"Emilia",13,"w","Treptow-Köpenick",2013
"Luca",13,"m","Treptow-Köpenick",2013
"Mia",13,"w","Treptow-Köpenick",2013
"Maximilian",13,"m","Treptow-Köpenick",2013
"Emil",12,"m","Treptow-Köpenick",2013
"Erik",12,"m","Treptow-Köpenick",2013
"Ben",11,"m","Treptow-Köpenick",2013
"Benjamin",11,"m","Treptow-Köpenick",2013
"Felix",11,"m","Treptow-Köpenick",2013
"Marie",118,"w","Charlottenburg-Wilmersdorf",2014
"Sophie",92,"w","Charlottenburg-Wilmersdorf",2014
"Charlotte",76,"w","Charlottenburg-Wilmersdorf",2014
"Maria",73,"w","Charlottenburg-Wilmersdorf",2014
"Maximilian",66,"m","Charlottenburg-Wilmersdorf",2014
"Alexander",53,"m","Charlottenburg-Wilmersdorf",2014
"Emilia",52,"w","Charlottenburg-Wilmersdorf",2014
"Elisabeth",50,"w","Charlottenburg-Wilmersdorf",2014
"Paul",49,"m","Charlottenburg-Wilmersdorf",2014
"Anna",49,"w","Charlottenburg-Wilmersdorf",2014
"Elias",47,"m","Charlottenburg-Wilmersdorf",2014
"Johanna",47,"w","Charlottenburg-Wilmersdorf",2014
"Sophia",47,"w","Charlottenburg-Wilmersdorf",2014
"Jakob",45,"m","Charlottenburg-Wilmersdorf",2014
"Noah",44,"m","Charlottenburg-Wilmersdorf",2014
"Anton",43,"m","Charlottenburg-Wilmersdorf",2014
"Emil",43,"m","Charlottenburg-Wilmersdorf",2014
"Jonathan",43,"m","Charlottenburg-Wilmersdorf",2014
"Emma",41,"w","Charlottenburg-Wilmersdorf",2014
"David",40,"m","Charlottenburg-Wilmersdorf",2014
"Moritz",40,"m","Charlottenburg-Wilmersdorf",2014
"Clara",35,"w","Charlottenburg-Wilmersdorf",2014
"Luise",35,"w","Charlottenburg-Wilmersdorf",2014
"Leonard",34,"m","Charlottenburg-Wilmersdorf",2014
"Jonas",33,"m","Charlottenburg-Wilmersdorf",2014
"Ella",33,"w","Charlottenburg-Wilmersdorf",2014
"Luisa",33,"w","Charlottenburg-Wilmersdorf",2014
"Benjamin",32,"m","Charlottenburg-Wilmersdorf",2014
"Oskar",32,"m","Charlottenburg-Wilmersdorf",2014
"Mira",31,"w","Charlottenburg-Wilmersdorf",2014
"Julian",30,"m","Charlottenburg-Wilmersdorf",2014
"Helene",29,"w","Charlottenburg-Wilmersdorf",2014
"Louis",27,"m","Charlottenburg-Wilmersdorf",2014
"Helena",27,"w","Charlottenburg-Wilmersdorf",2014
"Philipp",27,"m","Charlottenburg-Wilmersdorf",2014
"Marlene",27,"w","Charlottenburg-Wilmersdorf",2014
"Mia",27,"w","Charlottenburg-Wilmersdorf",2014
"Ali",26,"m","Charlottenburg-Wilmersdorf",2014
"Friedrich",26,"m","Charlottenburg-Wilmersdorf",2014
"Julius",26,"m","Charlottenburg-Wilmersdorf",2014
"Sofia",25,"w","Charlottenburg-Wilmersdorf",2014
"Felix",25,"m","Charlottenburg-Wilmersdorf",2014
"Vincent",25,"m","Charlottenburg-Wilmersdorf",2014
"Hannah",24,"w","Charlottenburg-Wilmersdorf",2014
"Johannes",24,"m","Charlottenburg-Wilmersdorf",2014
"Theodor",24,"m","Charlottenburg-Wilmersdorf",2014
"Valentin",24,"m","Charlottenburg-Wilmersdorf",2014
"Antonia",23,"w","Charlottenburg-Wilmersdorf",2014
"Elise",23,"w","Charlottenburg-Wilmersdorf",2014
"Emily",23,"w","Charlottenburg-Wilmersdorf",2014
"Victoria",23,"w","Charlottenburg-Wilmersdorf",2014
"Lukas",23,"m","Charlottenburg-Wilmersdorf",2014
"Lara",22,"w","Charlottenburg-Wilmersdorf",2014
"Lina",22,"w","Charlottenburg-Wilmersdorf",2014
"Joshua",22,"m","Charlottenburg-Wilmersdorf",2014
"Max",22,"m","Charlottenburg-Wilmersdorf",2014
"Greta",21,"w","Charlottenburg-Wilmersdorf",2014
"Mathilda",21,"w","Charlottenburg-Wilmersdorf",2014
"Carl",21,"m","Charlottenburg-Wilmersdorf",2014
"Daniel",21,"m","Charlottenburg-Wilmersdorf",2014
"Leon",21,"m","Charlottenburg-Wilmersdorf",2014
"Linus",21,"m","Charlottenburg-Wilmersdorf",2014
"Tim",21,"m","Charlottenburg-Wilmersdorf",2014
"Katharina",20,"w","Charlottenburg-Wilmersdorf",2014
"Lea",20,"w","Charlottenburg-Wilmersdorf",2014
"Paula",20,"w","Charlottenburg-Wilmersdorf",2014
"Karl",20,"m","Charlottenburg-Wilmersdorf",2014
"Leo",20,"m","Charlottenburg-Wilmersdorf",2014
"Levi",20,"m","Charlottenburg-Wilmersdorf",2014
"Alma",19,"w","Charlottenburg-Wilmersdorf",2014
"Rosa",19,"w","Charlottenburg-Wilmersdorf",2014
"Henry",19,"m","Charlottenburg-Wilmersdorf",2014
"Luis",19,"m","Charlottenburg-Wilmersdorf",2014
"Samuel",19,"m","Charlottenburg-Wilmersdorf",2014
"Ida",18,"w","Charlottenburg-Wilmersdorf",2014
"Josephine",18,"w","Charlottenburg-Wilmersdorf",2014
"Maya",18,"w","Charlottenburg-Wilmersdorf",2014
"Nora",18,"w","Charlottenburg-Wilmersdorf",2014
"Ben",18,"m","Charlottenburg-Wilmersdorf",2014
"Gabriel",18,"m","Charlottenburg-Wilmersdorf",2014
"Michael",18,"m","Charlottenburg-Wilmersdorf",2014
"Ava",17,"w","Charlottenburg-Wilmersdorf",2014
"Frida",17,"w","Charlottenburg-Wilmersdorf",2014
"Frieda",17,"w","Charlottenburg-Wilmersdorf",2014
"Laura",17,"w","Charlottenburg-Wilmersdorf",2014
"Lena",17,"w","Charlottenburg-Wilmersdorf",2014
"Arthur",17,"m","Charlottenburg-Wilmersdorf",2014
"Lucia",17,"w","Charlottenburg-Wilmersdorf",2014
"Christian",17,"m","Charlottenburg-Wilmersdorf",2014
"Mila",17,"w","Charlottenburg-Wilmersdorf",2014
"Constantin",17,"m","Charlottenburg-Wilmersdorf",2014
"Frederik",17,"m","Charlottenburg-Wilmersdorf",2014
"Jan",17,"m","Charlottenburg-Wilmersdorf",2014
"Carlotta",16,"w","Charlottenburg-Wilmersdorf",2014
"Matilda",16,"w","Charlottenburg-Wilmersdorf",2014
"Ferdinand",16,"m","Charlottenburg-Wilmersdorf",2014
"Finn",16,"m","Charlottenburg-Wilmersdorf",2014
"Georg",16,"m","Charlottenburg-Wilmersdorf",2014
"Malik",16,"m","Charlottenburg-Wilmersdorf",2014
"Raphael",16,"m","Charlottenburg-Wilmersdorf",2014
"Richard",16,"m","Charlottenburg-Wilmersdorf",2014
"Sebastian",16,"m","Charlottenburg-Wilmersdorf",2014
"Theo",16,"m","Charlottenburg-Wilmersdorf",2014
"Elisa",15,"w","Charlottenburg-Wilmersdorf",2014
"Hanna",15,"w","Charlottenburg-Wilmersdorf",2014
"Lotta",15,"w","Charlottenburg-Wilmersdorf",2014
"Paulina",15,"w","Charlottenburg-Wilmersdorf",2014
"Henri",15,"m","Charlottenburg-Wilmersdorf",2014
"Johann",15,"m","Charlottenburg-Wilmersdorf",2014
"Liam",15,"m","Charlottenburg-Wilmersdorf",2014
"Mateo",15,"m","Charlottenburg-Wilmersdorf",2014
"Lotte",14,"w","Charlottenburg-Wilmersdorf",2014
"Martha",14,"w","Charlottenburg-Wilmersdorf",2014
"Pauline",14,"w","Charlottenburg-Wilmersdorf",2014
"Valentina",14,"w","Charlottenburg-Wilmersdorf",2014
"Fabian",14,"m","Charlottenburg-Wilmersdorf",2014
"Konstantin",14,"m","Charlottenburg-Wilmersdorf",2014
"Oliver",14,"m","Charlottenburg-Wilmersdorf",2014
"Amelie",13,"w","Charlottenburg-Wilmersdorf",2014
"Eva",13,"w","Charlottenburg-Wilmersdorf",2014
"Isabella",13,"w","Charlottenburg-Wilmersdorf",2014
"Julia",13,"w","Charlottenburg-Wilmersdorf",2014
"Klara",13,"w","Charlottenburg-Wilmersdorf",2014
"Leni",13,"w","Charlottenburg-Wilmersdorf",2014
"Louise",13,"w","Charlottenburg-Wilmersdorf",2014
"Margarete",13,"w","Charlottenburg-Wilmersdorf",2014
"Can",13,"m","Charlottenburg-Wilmersdorf",2014
"Nina",13,"w","Charlottenburg-Wilmersdorf",2014
"Fritz",13,"m","Charlottenburg-Wilmersdorf",2014
"Nils",13,"m","Charlottenburg-Wilmersdorf",2014
"Amalia",12,"w","Charlottenburg-Wilmersdorf",2014
"Florentine",12,"w","Charlottenburg-Wilmersdorf",2014
"Jasper",12,"m","Charlottenburg-Wilmersdorf",2014
"Viktoria",12,"w","Charlottenburg-Wilmersdorf",2014
"Konrad",12,"m","Charlottenburg-Wilmersdorf",2014
"Luca",12,"m","Charlottenburg-Wilmersdorf",2014
"Martin",12,"m","Charlottenburg-Wilmersdorf",2014
"Milo",12,"m","Charlottenburg-Wilmersdorf",2014
"Ole",12,"m","Charlottenburg-Wilmersdorf",2014
"Simon",12,"m","Charlottenburg-Wilmersdorf",2014
"Emilie",11,"w","Charlottenburg-Wilmersdorf",2014
"Friederike",11,"w","Charlottenburg-Wilmersdorf",2014
"Lia",11,"w","Charlottenburg-Wilmersdorf",2014
"Magdalena",11,"w","Charlottenburg-Wilmersdorf",2014
"Nele",11,"w","Charlottenburg-Wilmersdorf",2014
"Sara",11,"w","Charlottenburg-Wilmersdorf",2014
"August",11,"m","Charlottenburg-Wilmersdorf",2014
"Damian",11,"m","Charlottenburg-Wilmersdorf",2014
"Erik",11,"m","Charlottenburg-Wilmersdorf",2014
"Leander",11,"m","Charlottenburg-Wilmersdorf",2014
"Mika",11,"m","Charlottenburg-Wilmersdorf",2014
"Tom",11,"m","Charlottenburg-Wilmersdorf",2014
"William",11,"m","Charlottenburg-Wilmersdorf",2014
"Sophie",70,"w","Friedrichshain-Kreuzberg",2014
"Marie",65,"w","Friedrichshain-Kreuzberg",2014
"Maria",49,"w","Friedrichshain-Kreuzberg",2014
"Anna",45,"w","Friedrichshain-Kreuzberg",2014
"Alexander",44,"m","Friedrichshain-Kreuzberg",2014
"Charlotte",41,"w","Friedrichshain-Kreuzberg",2014
"Paul",39,"m","Friedrichshain-Kreuzberg",2014
"Luise",37,"w","Friedrichshain-Kreuzberg",2014
"Anton",35,"m","Friedrichshain-Kreuzberg",2014
"Maximilian",34,"m","Friedrichshain-Kreuzberg",2014
"Elias",33,"m","Friedrichshain-Kreuzberg",2014
"Noah",31,"m","Friedrichshain-Kreuzberg",2014
"Emil",29,"m","Friedrichshain-Kreuzberg",2014
"Clara",29,"w","Friedrichshain-Kreuzberg",2014
"Felix",28,"m","Friedrichshain-Kreuzberg",2014
"Oskar",28,"m","Friedrichshain-Kreuzberg",2014
"Sophia",27,"w","Friedrichshain-Kreuzberg",2014
"Emma",26,"w","Friedrichshain-Kreuzberg",2014
"David",26,"m","Friedrichshain-Kreuzberg",2014
"Jakob",26,"m","Friedrichshain-Kreuzberg",2014
"Emilia",25,"w","Friedrichshain-Kreuzberg",2014
"Mia",24,"w","Friedrichshain-Kreuzberg",2014
"Jonas",24,"m","Friedrichshain-Kreuzberg",2014
"Karl",24,"m","Friedrichshain-Kreuzberg",2014
"Jonathan",23,"m","Friedrichshain-Kreuzberg",2014
"Max",23,"m","Friedrichshain-Kreuzberg",2014
"Johanna",21,"w","Friedrichshain-Kreuzberg",2014
"Rosa",21,"w","Friedrichshain-Kreuzberg",2014
"Ben",21,"m","Friedrichshain-Kreuzberg",2014
"Helene",20,"w","Friedrichshain-Kreuzberg",2014
"Luis",20,"m","Friedrichshain-Kreuzberg",2014
"Elisabeth",19,"w","Friedrichshain-Kreuzberg",2014
"Johann",19,"m","Friedrichshain-Kreuzberg",2014
"Hannah",18,"w","Friedrichshain-Kreuzberg",2014
"Ida",18,"w","Friedrichshain-Kreuzberg",2014
"Paula",18,"w","Friedrichshain-Kreuzberg",2014
"Theodor",18,"m","Friedrichshain-Kreuzberg",2014
"Anh",17,"w","Friedrichshain-Kreuzberg",2014
"Benjamin",17,"m","Friedrichshain-Kreuzberg",2014
"Magdalena",17,"w","Friedrichshain-Kreuzberg",2014
"Henry",17,"m","Friedrichshain-Kreuzberg",2014
"Marlene",17,"w","Friedrichshain-Kreuzberg",2014
"Leon",17,"m","Friedrichshain-Kreuzberg",2014
"Amelie",16,"w","Friedrichshain-Kreuzberg",2014
"Levi",16,"m","Friedrichshain-Kreuzberg",2014
"Greta",16,"w","Friedrichshain-Kreuzberg",2014
"Lucas",16,"m","Friedrichshain-Kreuzberg",2014
"Mira",16,"w","Friedrichshain-Kreuzberg",2014
"Lukas",16,"m","Friedrichshain-Kreuzberg",2014
"Muhammed",16,"m","Friedrichshain-Kreuzberg",2014
"Carlotta",15,"w","Friedrichshain-Kreuzberg",2014
"Josephine",15,"w","Friedrichshain-Kreuzberg",2014
"Friedrich",15,"m","Friedrichshain-Kreuzberg",2014
"Nele",15,"w","Friedrichshain-Kreuzberg",2014
"Julian",15,"m","Friedrichshain-Kreuzberg",2014
"Elif",14,"w","Friedrichshain-Kreuzberg",2014
"Anh",14,"m","Friedrichshain-Kreuzberg",2014
"Elisa",14,"w","Friedrichshain-Kreuzberg",2014
"Liam",14,"m","Friedrichshain-Kreuzberg",2014
"Ella",14,"w","Friedrichshain-Kreuzberg",2014
